RoadName,RouteType,RoadKey
BROXBURN DR,County,331208101928479
ANTIGUA DR,UNKNOWN,3916450630739208
DECKMAN TERR,County,1778488000636517
CHESTNUT OAK DR,County,2478930970033006
RESEARCH CT (AHEAD),Municipality,4789721561563609
THUNDERCLOUD RD,County,6615846407892270
LEESBOROUGH DR,UNKNOWN,9286891841869238
WOODSTOCK AVE,County,7353704693303542
TSCHIFFELY SQUARE RD (AHEAD),Municipality,6551452695255001
CORAL SEA DR,Municipality,6787573715364727
CARROLL AVE (BACK),Maryland (State),5885206071589908
VENICE PL,County,6773309572548059
GAITHER RD (BACK),Municipality,5204919648059895
PUMPING STATION,UNKNOWN,4336080416735131
RIDING FIELDS RD,County,5827878986491393
ROLLING MEADOW WAY,UNKNOWN,1252113874303928
SPUR TO RESEARCH BLVD,UNKNOWN,9565888258473365
ENT TO SHARP ST UNITED METHODIST CHURCH,UNKNOWN,4444732945364023
ENT TO PARKLAWN PICNIC & CAMPING AREA,UNKNOWN,3123611732876171
CROSSLAND LA,County,5880316501996415
R/R #CSX 140 497 C,UNKNOWN,1064283196274745
FORESTDALE DR,County,7149277738353260
MERWOOD LN,UNKNOWN,2753020845608370
WENTWORTH PLACE,UNKNOWN,8993285426376222
SPARROW VALLEY CT,County,2687908391718497
SWATHMORE AVE,Municipality,9824784907088219
TARRYTOWN RD,Municipality,213869904445799
STANLEY CT,Municipality,3230423381053614
ZINIA CIR,UNKNOWN,5412757389777392
PASEO DR,UNKNOWN,7662689417074165
STOCKTON RD,County,1602056356304914
SPUR FR N CAMPUS DR,UNKNOWN,577407891927796
MEADOW HALL DR,UNKNOWN,8159647814780481
MILESTONE CENTER DR (AHEAD),Other Public Roadway,7008587589577672
TRIBECA ST,UNKNOWN,8229557307754494
EAGLES NEST CT,UNKNOWN,2047608699258845
HUNTER CREEK TRAIL,County,2339727458508553
EMMET RD,County,1609876614111467
DAPPLE GREY CT,UNKNOWN,4493278693240297
SONNETT CT,County,4685136776549643
BRIDGER DR,UNKNOWN,9730354472228510
SPUR TO FIRSTFIELD RD,UNKNOWN,3211795011017958
MONUMENT ST,Municipality,6347854308760351
TURBRIDGE,UNKNOWN,9246506702238377
HOLLYBERRY CT,Municipality,1284616127577514
WIGHTMAN RD (BACK),County,5843873638774268
NEERWINDER PL,County,7851421779141968
MAHAN CT,County,6510155093047799
ENT TO SHADY GROVE PRESBYTERIAN CHURCH,UNKNOWN,82415840409468
CROSSVIEW RD,County,3674084486062674
BLUE STEM LN,UNKNOWN,6164951985077684
WARFIELD ST,County,6138089145168906
ENT TO CHURCH & SCHOOL,UNKNOWN,3647985194152660
NORBECK RD (BACK),Maryland (State),8083799110791465
ROBIN CT,County,3121453370163318
ELTON RD,UNKNOWN,8246777610917239
SPUR TO MD 117A,UNKNOWN,6438863523813559
CARSON DR,County,945680157871995
SHERBROOKE WAY,Municipality,1197138664532610
DUNSINANE DRIVE,UNKNOWN,7430861986361118
APPLE ORCHHARD WAY,UNKNOWN,6288776728849307
CLARKBROOKE DR,County,4810963012618940
MALLORY TERR,County,9831859845937704
CEDAR RIDGE DR,County,5173315051413387
EXIT FR MSP WEIGH STATION (NB/L),UNKNOWN,8566731125644433
CRYSTAL ROCK DR (BACK),Other Public Roadway,545577028751814
CORPORATE BLVD (AHEAD),Other Public Roadway,5307194928048634
ROSLYN AVE,County,4318705425404666
SPUR FROM SB CO 4223 TO WB CO 166,UNKNOWN,3857163770976242
RAMP 1 FR WASH. BLVD TO SAM EIG HWY WB,Ramp,4962017899931245
KNOWLES AVE (AHEAD),Municipality,940195332088656
WATER ST (AHEAD),Municipality,5256432348243989
GOLD KETTLE CT,Municipality,3786138439192747
LAMP POST LA,County,7527062183842100
CHEVY CHASE FIRE DEPARTMENT,UNKNOWN,9959973905643254
SPUR FR LITTLE FALLS PKWY,UNKNOWN,5430848573915506
CHRISTOPHER AVE (BACK),County,9509910500257024
ENT TO MAPLEWOOD PARK PLACE (SR LIVING),UNKNOWN,1525604666290099
ROAD END - GATE,UNKNOWN,1410363593935026
HOLLYHOCK DR,County,5690863024393056
ANDERSON RD,County,304768165627019
SEATTLE AVE,County,3460717686687209
DERBYSHIRE LA,County,3994460344365173
CLIFTON DR,County,8308887035978318
ENT. TO GAITHERSBURG WASHINGTONIAN CENTE,UNKNOWN,6860358145818709
RAMP 2 FR RP 7 (FR MD200 WB) TO MD650 NB,Ramp,8435513435885026
CHOKE CHERRY RD,UNKNOWN,8926786066083778
LETTERKENNY CT,UNKNOWN,6910403514997499
HORDE ST,Other Public Roadway,6414316414701556
EXIT FROM PARKING GARAGE,UNKNOWN,4385609481485760
GRUENTHER CT,Municipality,6416213390521512
CARLYN RIDGE RD,County,1907330514160635
HILTON HEAD CT,County,2289517671846612
SPUR TO MD 191,UNKNOWN,9583068966268108
APPLEGRATH CT,UNKNOWN,3774257106975796
CANADIAN CT,County,8328501892728637
MILE MARKER 17.0,UNKNOWN,8143239872489414
STRUC #15082,UNKNOWN,7428282530079451
MILLHAVEN PL,UNKNOWN,4010709769223089
OUT CORP LMTS WASHINGTON GROVE,UNKNOWN,1058406359910288
MD 355 S/B,UNKNOWN,737591900891365
ARNET LA,County,1173007258883204
STRUC #15054 LITTLE SENECA CREEK,UNKNOWN,7621138004587411
SIOUX PL,County,8628501674867329
WAKE DR,County,487638904951049
IS 495 (WB/L),UNKNOWN,4645963902401154
CHERRY HILL RD (BACK),Maryland (State),651608823680085
SHOREHAM DR,County,8661290807177960
CLEARBROOK PL,County,4046349513272011
STRUC #M0063 GOSHEN BRANCH,UNKNOWN,2755059805538061
ROYAL CROWN DR,County,1600327748800447
SPRINGFIELD RD,County,726953296217732
MUSIC GROVE CT,County,5148568478309326
BLUNT RD (AHEAD),County,1407444651485800
GOLDEN EAGLE CT,County,4575910463042253
WOODLAKE DR,UNKNOWN,5043348125533577
N SUMMIT AVE (AHEAD),County,6648140410695374
AMHERST LA,County,9150425902607572
IN CORP LMTS POOLESVILLE,UNKNOWN,8140644797482736
BUNYAN CIRCLE,UNKNOWN,5746390229001000
JOHNSON FARM RD,County,3360345640417832
EAST-WEST HWY,UNKNOWN,2522926929065866
COMANCHE CT,County,4320377215654928
EXIT #2,UNKNOWN,1996573054755418
DANCREST DR,County,7450149401195495
FATHER HURLEY BLVD (AHEAD),County,2720585685862330
ROSSITER CT,County,6861237683047647
S MICA CT (BACK),County,1953999723924135
DR BELT RD,UNKNOWN,2856909801822310
LINDENWOOD CT,County,5461858429741811
COLTRANE DR,UNKNOWN,2130783544557625
HATHAWAY TERR,County,5918064371280661
FEATHERSTONE MEWS,UNKNOWN,2788840871761405
ATHEY RD,Other Public Roadway,6144419423908286
LARKSPUR TERR,Municipality,4463642948665554
CAPRICORN TERR,County,1144948744584273
PROSPERITY TERR,County,865126909907029
MUNCASTER MILL RD (AHEAD),Maryland (State),4275408743768823
SPUR TO FALLSGROVE DR,UNKNOWN,681512841542735
"CLARKSBURG, MD",UNKNOWN,3164406198010852
CALUMET DR,County,2326485786324168
STODDARD PL,Other Public Roadway,8316348276494362
BLUE MEADOW RD,Municipality,2420899891909246
LONGMEADOW DR,County,7252858826752566
BAY LEAF WAY,UNKNOWN,2086364644395072
HIGHBORO DR,County,558547446309357
SPUR FR WIGHTMAN RD,UNKNOWN,2598488502858218
NORTHFIELD RD,County,3614185412835228
SHADOW GLEN CT,UNKNOWN,1200160807084948
FAYETTE RD,County,7328843572575889
HARVEST LA,County,1283318673969683
AFTERNOON LA,UNKNOWN,5325263248007770
WINDSOR RD,County,4855361084865781
FALLSWOOD DR,Municipality,8062215947807422
POTOMAC CREST DR,UNKNOWN,4029267186071717
SUMMER SWEET TERR,County,9308317222204217
OVER RIDGE CT,County,7787968412735059
BRAMBER ST,County,4201193216276277
SCOTCH HEATHER CT,County,9932636411824357
HOLLAND AVE,County,5544578732186511
BOWMAN ACRES LA,County,9988671859464240
DODSON LA,County,7140891778880425
QUIETWOOD DR,County,3788135819962078
ENT TO ROCKVILLE V.F.D. #31,UNKNOWN,8475420378596237
CROWN PARK DR,UNKNOWN,5218588926865216
SENECA LA,County,148389541445193
JOINERS LA,County,1108708200988838
BARTLETT ST,County,5484954658889232
LAVENDER PL,County,7817815705216208
CARAVAN DR,UNKNOWN,5387610337869891
SULKY LA,County,8170960207888510
RT 270 S/B,UNKNOWN,1440770686810294
SPRINGER CT,County,7267507161545782
SPUR TO DIAMONDBACK DR,UNKNOWN,4044807744974141
STRUC #15092 ROCK CREEK,UNKNOWN,3842665620449893
ENT TO QUINCE ORCHARD PLAZA SHOPPING CTR,UNKNOWN,9253228044265338
STARBUCKS PARKING LOT ENTRANCE,UNKNOWN,4019904187568616
FROSTBURG WAY,County,6223382246567904
VALLEY ST,County,7469382306537351
WHEATLEY ST,Municipality,9882694172977721
SEABISCUT DR,UNKNOWN,8141212771718558
OGDEN CT,County,4917327203456119
GALWAY CT,County,149803752478935
ROBERTS GLEN CT,County,6466148629293707
MEADOWBROOK LA (BACK),County,4511862738633336
ARDMORE CT,County,9237601697631118
MOSS AVE SPUR,UNKNOWN,6892618332891995
CHISWICK CT,UNKNOWN,5070061342128535
HADDONFIELD LA,County,9494007314734284
NEWINGTON RD,County,9697701904600856
W MONTGOMERY AVE (AHEAD),Municipality,6492316461808511
MCWHORTER FARM CT,County,4760615500031871
LARK SONG DR,UNKNOWN,2095848367494596
BROWNSTONE DR,County,5916646373687828
TAVERNAY DR,UNKNOWN,4792265249268915
GREENRIDGE DR,County,6161335275993099
ENT TO TIKVAT ISRAEL CONGREGATION,UNKNOWN,8740354318552684
BREEWOOD RD,County,5176820563570386
GOTT ST,Municipality,2526663601312028
WEXFORD ROAD,UNKNOWN,9498560071347446
COLONIAL LA,County,7798638211935251
CHERRY AVE #2,Municipality,3190264579986079
WOODPORT RD,UNKNOWN,8091795851000009
HART RD,Municipality,5516346052593218
GLACIER LILY DRIVE,UNKNOWN,7846521772351132
N BELGRADE RD (BACK),County,5256981858574589
CROSSWOOD DR,UNKNOWN,6921389615555346
DR WALLING RD,Municipality,2475656782072975
SIESTA KEY WAY,UNKNOWN,4348256935467174
JACOBS CT,County,7951995173449840
HARPER DR,County,2054944872914099
STRUC #M0207 CRABBS BRANCH,UNKNOWN,347024771896956
WINTER WALK DR,Municipality,3726037226185899
RAMP 5 FR MD182 SB TO RP 4 (TO MD200 EB),Ramp,7106086259921664
SELVYN RD,County,3375011873167752
PERRONE DR,County,5346347117002698
VIRGINIA PL,County,1179363939639344
SANDY LAKE CIRCLE,UNKNOWN,8426900322297661
OLDE TOWNE AVE (AHEAD),Municipality,3029544836598462
BARLEY FIELD LA,County,5372246636895157
HOB HILL WAY,County,1788290525370450
SPICEBUSH DR,UNKNOWN,9304243299064081
FLORIN ST,County,5140226087679692
LOMA ST,County,5280934531130019
HENDERSON CT,County,6679411043349228
SELWORTHY RD,Municipality,6614203233025762
BRISTOL HILL LA,UNKNOWN,3769984496217214
WALNUTWOOD LA,County,9128720779788546
GULL ST,UNKNOWN,8794568893627380
WINDING OAK CT,County,9095792983866219
CAMBOURNE CT,County,4278629138967828
GATESHEAD MANOR WAY,UNKNOWN,7493185966063693
BEVERLY RD,County,8401973204073434
SHADY ELM ST,Municipality,7242034066938545
PEMBROOKE VIEW LA,Municipality,9315630286855445
CURTIS PL,Municipality,3549354065385627
ELLINGTON BLV,UNKNOWN,2249252968838431
22ND AVE,County,56990037581409
NEW CUT RD,UNKNOWN,9253216062323837
ROCKVILLE VOL FIRE COMPANY NO. 33,UNKNOWN,7487138134945585
MCINTYRE RD,Municipality,6503241771667146
EXIT FR ROCKVILLE METRO PLAZA,UNKNOWN,1814654255890169
NORTH LA,County,1144177011876169
HOPEWELL AVE,Municipality,5283883914548003
QUEEN ELIZABETH DR (AHEAD),County,8104262891633633
AVENTURINE WAY,County,6574765549547087
WYNNWOOD RD,County,2665619860234828
ROCKVILLE CITY CENTER SHOPPING CTR,UNKNOWN,3658428435561293
HOLLINGSWORTH TERR,County,1255674303422550
RAMP 6 FR MD 189 EB TO RAMP 7 (TO IS270),Ramp,5933033437902776
MEADOWHILL RD (BACK),County,9480174938023897
PARK VISTA CT (PROP),UNKNOWN,2059432154436585
SERPENTINE TERR,County,3789277899329175
MILE MARKER 8.0,UNKNOWN,1130575025974858
WILLOWBROOK DR,County,5168858008078166
WESLEY CT,Municipality,1710707497795535
MARION LA,County,9259739245049994
NO NAME,Municipality,414113872236513
FILLMORE DR,County,383028954331421
IVY OAK TERR,County,4038185275681503
WHEATON HILL DR,County,4111148520814086
HOLLY SPRING DR,County,1475326363877106
DARWIN AVE,Municipality,7744470523691000
WILD ROSE LA,County,1988797404064575
CLARA DOWNEY DR,UNKNOWN,7792948884062102
MAINE AVE,County,3200260837007817
HANNES CT,County,6469451743041875
PLAZA PL,County,7716138598845387
MONTROSE,UNKNOWN,1605803946884254
GRAYS LA,County,1448151601999454
CLARKSBURG RD (AHEAD),County,8512414351437423
ENT TO GEORGETOWN SQUARE SHOPPING CENTER,UNKNOWN,7935499297243802
PARKWAY DR (PG CO),County,4433343424950290
CHANTILLY CT,Other Public Roadway,385403419551468
TANGLEWOOD DR,County,4951425026529551
DACE DR,County,7335159469266102
ST AGNES WAY,County,5892078021419957
ENT TO ROCKVILLE METRO PLAZA,UNKNOWN,4535422277546255
POMANDER CT,UNKNOWN,2579820678998866
WATKINS MILL RD.,UNKNOWN,3958471286194360
BURNT MILLS CT,County,4452796549659010
CHESTNUT ST (AHEAD),Municipality,583029738478162
EXIT RAMP 10,UNKNOWN,7034018131253282
MOUNTAIN LAUREL TERR,County,2987008536290686
KNOLWES AVENUE,UNKNOWN,6855236661346000
IS 200 RAMP TO WB IS200,UNKNOWN,5531779010730545
MCNEIL LA,County,7281542067040020
RIDGE HEIGHTS CT,County,6832688656792205
GREGERSCROFT RD,County,1008855817393188
LAUREL GROVE PL,UNKNOWN,2704711836742851
ENT TO MSP WEIGH STATION (SB/L),UNKNOWN,9813548390203058
LITTLE SIERRA CT,County,2637994937456258
BEALL SPRING RD,County,458813501853510
BERWICK RD,County,6217229401076464
DORAL HILL CT,County,9642520022941689
BRANDT PL,County,294201286455784
CHRISBAR CT,County,9174503061026700
HIGHSTREAM DR,UNKNOWN,2402036231069403
ENT TO SHADY GROVE PROFESSIONAL CENTER,UNKNOWN,5652405562976093
KENSINGTON V.F.D.,UNKNOWN,8929298536522053
GRAND PRE RD,UNKNOWN,6847730586790026
CHESTER MILL RD,UNKNOWN,3763969892600189
STRUC #15043 GREAT SENECA CREEK,UNKNOWN,5180781458298826
ENT TO MEDICAL OFFICE,UNKNOWN,9811305625453772
AVENLEIGH CT,County,4762308903513003
SOFT WIND DR,County,5713792189552243
ASPEN CT,Municipality,2174726629263927
OLD GEORGETOWN RD (AHEAD),County,3524590477983405
BLAIR MILL ROAD,UNKNOWN,4731436968037597
HEREFORESHIRE WAY,UNKNOWN,4218296773562411
SILVER GATE WAY,UNKNOWN,5478428481436644
ENT TO ATHLETIC FIELD,UNKNOWN,8357011586117105
STRUC #15075 TURKEY BRANCH,UNKNOWN,8414292598524167
SPUR FR OLD GEORGETOWN RD,UNKNOWN,8880574508483545
TILFORD WAY,Other Public Roadway,7990359137377152
FONTANA LA,County,2771640276640259
BRAHMS TERR,UNKNOWN,7663936652031819
SPUR TO DEMOCRACY BLVD,UNKNOWN,4868814022261629
NOAA BUILDING 1,UNKNOWN,3974588347034107
ENT TO CONGRESSIONAL NORTH SHOP CTR,UNKNOWN,611513124933288
KAUL LA,County,394264577097837
ENT TO GERMANTOWN SQUARE SHOPPING CENTER,UNKNOWN,2033859860547115
RUDALE DR,County,2108887307152364
R/R #CSX 140 479 E,UNKNOWN,4404352522929075
CAMBERWELL LANE,UNKNOWN,115110395574835
OAKWOOD ST,County,497080596037622
PARKLAWN DR (AHEAD),County,43845178046677
PRINCE OF PEACE LUTHERAN CHURCH,UNKNOWN,6299186502090601
SPUR FR MONTROSE RD,UNKNOWN,4973718439863048
POSTGATE TERRACE,UNKNOWN,2521418849564572
MARKET PLACE LN,UNKNOWN,1300144646041732
FIRSTFIELD RD (AHEAD),Other Public Roadway,3432378446978995
BACKWOOD LA,UNKNOWN,1572445460578270
SUNSET RIVER CT,UNKNOWN,8662000466580534
CARRIAGE HOUSE TERR,UNKNOWN,9385678048372252
MILTFRED TERR,County,9582879831600147
DUNWICH MANOR PL,Municipality,8842232485781272
SIDE STREET COMING OUT OF 10500 DARNESTOWN RD,UNKNOWN,9702456370567198
RAMP 4 FR RAMP 1 (FR IS270) TO MD 109 EB,Ramp,6078779306336421
R/R #CSX 140 517 L,UNKNOWN,7135109666699665
ELTON FARM RD,County,4558949158997577
GLEN ECHO FIRE DEPARTMENT,UNKNOWN,4351306167697308
GENERAL CUSTER WAY,Municipality,6647721645416310
MONTGOMERY COLLEGE,UNKNOWN,3261195233152995
FIFESHIRE CT,UNKNOWN,2051671480426239
BONESET WAY,UNKNOWN,3857436801638326
FOXLAIR RD,County,632815902723438
MACARTHUR BLVD (AHEAD),Government,2205782422972191
LUND PL,County,6299546771327774
SELKIRK CT,County,941595184461765
SWANTON LA,Municipality,2483383879846122
BRIAR PATH LA,County,9930674370044861
HAWKINS CREAMERY CT,County,4817035759101717
SOARING WING LA,UNKNOWN,5990089733296790
SPUR FR MD 117,UNKNOWN,6443748008474799
OSCEOLA CT,County,7888876664257774
LESLIE CT,County,4094538640791886
RIGDALE TERR,County,5646748139403548
SPUR TO ASPEN HILL RD,UNKNOWN,6100081538116572
RAMP 1 FR MD 650 NB TO RAMP 8 (TO US 29),Ramp,2058418438567068
MIDDLEBROOK RD,UNKNOWN,3060750054083945
TIMBER HOLLOW PLACE,UNKNOWN,8459272305766122
HAWLINGS RIVER DR,County,8529575466203686
SHERBROOKE WOODS LA,UNKNOWN,2906697683458486
ROYAL DOMINION DR (BACK),County,3517335953626293
SPOTSWOOD DR,County,3397471607319463
DALEWOOD CT,County,690533842229425
SPICEWOOD LA,County,1280989410077325
BONSAL LA,County,3567491822456273
MONTROSE PKWY (AHEAD),Maryland (State),671961868270465
BAROQUE SQUARE,UNKNOWN,223554342705519
ENT TO NORTHGATE PLAZA,UNKNOWN,2223077856171453
CREAMERY HILL DR,County,7681652726700434
CHURCH LA,County,3256575670506467
63RD ST,County,499317205146005
SOUTH BROOK LA,County,7990321342679860
POTOMAC EDGE WAY,County,4161720986051426
NEWCUT RD.,UNKNOWN,2632566964735313
BIRDSONG LA,County,2085839560197598
FARGROVE LA,Other Public Roadway,1707725835640864
PIN OAK DR,County,5903724794049413
SERVICE ENTRANCE,UNKNOWN,8824951826865256
RUSTIC FARM COURT,UNKNOWN,6366467233181600
CAROUSEL CT,Other Public Roadway,3089598584494686
NB 270 EXIT RAMP,UNKNOWN,9766125408070096
PEACH CREST DR,UNKNOWN,3869756905533391
PYRITE LA,County,1328765243049301
INGRAM TERR,Other Public Roadway,5313028735353240
PARADISE CT,County,1476009182310861
STRUC METRO OVERHEAD,UNKNOWN,6458496459247625
MT NEBO RD (BACK),County,1696134990038584
WILLOW VALLEY DR,County,4179526896007292
ASPENWOOD LA (AHEAD),Other Public Roadway,4319344469100560
SPUR TO MD 650,UNKNOWN,9319907192475570
THORNBUSH CT,County,7102758212639057
GOLDLEAF DR,County,166535761569475
CALGARY AVE,County,7560334754636870
COOPER LA,County,6109962085278874
ENT TO RIDGE RD RECREATIONAL PARK,UNKNOWN,4949047861612205
EXIT FR MSP WEIGH STATION (SB/L),UNKNOWN,79851218683224
ENT TO CHOICE CENTRE,UNKNOWN,8474209954428647
MILE MARKER 3.0,UNKNOWN,8391257513999993
SHEFFIELD MANOR TERRACE,UNKNOWN,9920855256185548
SHIELDS DR,UNKNOWN,7738077379255415
BISSEL LA,County,1386441306235566
QUEENSBOROUGH DR,UNKNOWN,9244315065462194
LOST KNIFE CIRCLE,UNKNOWN,316812057775566
STANLEY LA,County,3581711174790376
SHERWOOD ELEMENTARY SCHOOL,UNKNOWN,8752321511372804
CROSSRIDGE DR,UNKNOWN,2991643119535482
GLENROSE ST #2,Municipality,5390937638951196
FLOWER VALLEY DR,County,4049784068995301
FIELDSTONE RD,County,5905759532259544
BIG ACRE SQUARE,Other Public Roadway,2679671397238575
CHILDRESS TER,UNKNOWN,7818941972301421
DAMSON TERR,County,7936593946252842
TYGART CT,County,6475791796225957
GAITHER DR,County,8831344926738571
NORBECK FARM PL,UNKNOWN,4820211959558039
PRESTWICK RD,County,4128119870794691
WINDSOR LA,County,5146007690792368
BLOSSOM VIEW DR,County,4791687509173875
BROOMALL LA,County,1529782611103344
KORMAN DR,County,6904668114157901
EXIT #38,UNKNOWN,6096778402726861
DOMINION DR,County,3821446638229478
MEMORY CT,County,8224483616749115
TURNBERRY CT,UNKNOWN,2535645955905953
WILLOW LA,Other Public Roadway,766702187067670
IN CORP LMTS BROOKEVILLE,UNKNOWN,9565126117323652
LOCKLAND RD,County,228349689090351
SHAGBARK DR,UNKNOWN,553868328767676
HELEN RD,County,7546844324984921
YELLOWKNIFE LA,County,367896337663447
ACACIA AVE,County,951526289403937
LYNN CT,Municipality,4228260696245549
GRAND CHAMPION DR,UNKNOWN,8723637210574886
CAPITAL CRESCENT TRAIL,UNKNOWN,7406486326090154
FALCON PARK LA,UNKNOWN,9335273354938295
DEHAVEN CT,County,3127155259333219
GREY COLT DR,County,734003339616184
WELLFLEET DR,County,8950306569373847
EXIT ONLY FR SHADY GROVE MIDDLE SCHOOL,UNKNOWN,6220652356438912
E JEFFERSON STREET,UNKNOWN,2165749494310657
LOCKSLEY CT,County,4025950211967822
CASTLE RIDGE CIR,UNKNOWN,5221431961884432
WILLOW KNOLL DR,County,7397096447316915
GLEN WILLOW WAY,UNKNOWN,7435165377080208
SEMINOLE ST,County,9382763744196246
CIDER PRESS PL,County,6655566733880949
FATHER HURLEY BLVD (AHEAD),Other Public Roadway,3642415495321962
GENTLEWOOD ST,Municipality,6262266203909650
ENTERANCE TO FESTIVAL SHOPPING CENTER,UNKNOWN,100626832871360
BOLTON DR,County,8423331882488043
MEREDITH DR,County,6256182665824197
NARCISSUS WAY,County,7102694990964529
GAZEBO CT,County,5003849336462750
JONES BRIDGE CT,County,1257210885214572
FESTIVAL WAY (BACK),County,8161236788147824
STRUC # 15180,UNKNOWN,8026209385998924
EVERETT ST,County,4633480689012285
SAGE WAY,UNKNOWN,8803382723741582
EASTLAND ST,County,1839172665257308
FREDERICK AVE,UNKNOWN,7463543172762124
WOODINGTON TERR,County,7386472630686708
DARTMOOR LA,County,549758665337332
SCHAEFFER RD,UNKNOWN,7009169414422856
CENTRAL PARK CIR,UNKNOWN,4824193488596326
CHARLESTON CT,County,4184749964960101
SPUR TO OLDE MILL RUN,UNKNOWN,3986315246338139
LAWSON PL,County,6914610028781935
TANDEM DR,County,8790667363150842
STRUC #15006,UNKNOWN,3039430881313351
AMBIANCE DR,County,3638932089657669
DOSH DR,Municipality,4239057696652513
REDEEMER LUTHERAN CHURCH,UNKNOWN,7557889722416252
MONTROSE PARKWAY,UNKNOWN,9972503601193955
DOCKSIDE TERR,County,17499090458456
MONTGOMERY VILLAGE AVE,UNKNOWN,1227078333121350
DEAN DR,Municipality,5890404500036883
WHITESTONE CT,County,7634061956681606
CREEPER LA,County,7231463590882228
BRUNETT AVE,UNKNOWN,5388457454106693
REDBUD CT,County,3075123224811126
ARRAN PL,County,4611839991422801
CLOVERFIELD RD,County,7623920959327984
PEAR TREE LANE,UNKNOWN,3446505131673551
GREENFIELD RD,County,6713857536136724
HEADWATERS LA,County,3674345784428374
MONARCH VISTA CT,County,1009530277787559
ENT TO BURTONSVILLE COMMUNITY CHURCH,UNKNOWN,5200637197390930
GWYNDALE DR,County,1055013648263564
CROYDON AVE,Municipality,4118288724070429
CARROLL AVE SERVICE RD,Maryland (State),4316756454091823
STRUC #M0227 GREAT SENECA CREEK,UNKNOWN,5898311788656145
GLENRIDGE RD,County,6950579850864364
EAST WEST HWY (BACK),Maryland (State),8446805328554513
NORTH BROOK LA,County,8245735598716402
CORSICA DR,County,268777442851827
AUTUMN MIST CIR,UNKNOWN,6140610033905138
EMERSON DR,County,4485246216922112
INCINERATOR RD (GATED),UNKNOWN,3541875782869639
SINNOTT DR,County,8239047452588034
BREWER HOUSE ROAD,UNKNOWN,7241943394240054
BECKWITH ST,Municipality,2850385027076733
MEDICAL CENTER DR (BACK),County,9562152430598151
POE RD,County,1249554069535403
SCOTTISH AUTUMN CT,County,6334299681686251
TRAFFIC CIRCLE,UNKNOWN,5253663088678772
FALLEN OAK DR,County,7112256137420316
RIDGE ST,Municipality,1299563769730639
SUGARLOAF DR,County,6104925611972391
NEW ST,UNKNOWN,5161342828539612
ISLAND VIEW CIR,UNKNOWN,677099966656341
SANDBURG TERR,County,6790622647256308
GAIL PL,County,6676023576553806
270 SB ON RAMP,UNKNOWN,7509987072105216
GOODHILL ROAD,UNKNOWN,9553791319977637
SPUR TO W GUDE DR,UNKNOWN,3389621079293966
COMMERCE SQUARE PL,UNKNOWN,3377823130574849
STRUC #15021 LITTLE SENECA LAKE,UNKNOWN,2501617475081512
ROYAL DOMINION CT,County,634501134937162
SUTHERLAND RD (AHEAD),County,4342467524217965
LANDY CT,County,8658606094703938
WESTERLY AVE,County,5731135467651482
ALBEMARLE AVE,Municipality,428939200909218
HEATHSIDE WAY,UNKNOWN,7616321759376237
TARRAGON WAY,UNKNOWN,7295354995806608
GREELEY AVE,County,8220483834986936
WINTER LAUREL TERR,County,9709440236898184
STONEYCASTLE ST,County,4487283787532784
SUGARLOAF VISTA DR,County,101165193569132
MEADOW RIDGE LA,County,497158225339494
SPRING MEADOWS DR (BACK),County,619472650677780
KILRUSH CT,UNKNOWN,8253168632185408
RUNNING RIDGE LA,UNKNOWN,3585302587458050
LINDLEY CT,Municipality,1022072683724213
ROBERT RD,Municipality,5916266904547763
COPPS HILL PL,UNKNOWN,134438331197067
PINTAIL CT,County,6042150445655331
HILL ST,County,2842872764610079
SADDLE CREEK CT,County,9113252067645803
HONEY CRISP LA,UNKNOWN,5142059729660354
TINSBERRY CT,County,9398595700394718
SWIFT RUNNER ALLEY,UNKNOWN,18250441160079
WHIRLWIND CT,County,6173085714220788
THISTLE CT,County,9406230278282481
HILLANDALE ROAD,UNKNOWN,9086442338983511
TOWNE AVE,UNKNOWN,6503396409026164
MIRACLE DR,County,4183280178546932
SPUR TO MD 187,UNKNOWN,1801277102730761
RISING WIND CT,County,4106092887484696
STRUC #M0099 LITTLE PAINT BRANCH,UNKNOWN,1278650140163332
DEVILWOOD CT,County,323070675564233
HATHAWAY CT,County,4281013550382841
ROCK ELM WAY,County,9604905738324701
GRAPE VINE WAY,UNKNOWN,3493072751752975
WOONSOCKET LA,County,667534114957058
KIMBLEWICK DR,County,3419800361285399
RIPPLING BROOK CT,County,9364527074771638
APACHE LA,County,2485187958838630
ROSEBUD DR,County,2150021343614601
CRABTREE PL,County,9017344773039681
GLORUS PL,County,1723438785676749
BYBROOK LA,County,3499218257500866
STEPPING STONE WAY,UNKNOWN,4038383105362727
FAIRGROVE CIR,Municipality,7810900801893220
GREENERY LA,Other Public Roadway,4627135261343709
STRATFORD GARDEN DR,UNKNOWN,2692398647731011
KRAMER ST,County,4947897541870736
RAMP 5 FR RAMP 8 (FR IS270) TO MD 121 EB,Ramp,5312707014722481
HIGHSTREAM DRIVE,UNKNOWN,2535287771567079
CROFTON HILL CT,Other Public Roadway,6998970242989112
MELODY LA,County,3030089435183144
MILE MARKER 13.0,UNKNOWN,667866050335370
STRUC #15089,UNKNOWN,3610082284371132
RAMP 2 FR IS 270 TO RAMP 9 (TO MD 187B),Ramp,1104736761556797
APPLE AVE (BACK),County,7895246547585591
